# Time,Q BCung,Q NMuc,Q LChau,Q TBu,Q HBinh
9/11/1973,420,283,2410,4000,4540
9/12/1973,336,259,2200,3280,4260
9/13/1973,331,252,2610,3360,3820
9/14/1973,293,222,2630,3650,3950
9/15/1973,261,198,2170,3270,4220
9/16/1973,230,176,1890,2760,3910
9/17/1973,204,160,1860,2570,3380
9/18/1973,188,150,1700,2410,3140
9/19/1973,181,141,1660,2240,3020
9/20/1973,173,133,1600,2200,2840
9/21/1973,158,124,1500,2040,2670
9/22/1973,158,119,1430,1950,2470
9/23/1973,149,113,1420,1880,2330
9/24/1973,137,105,1530,1900,2250
9/25/1973,128,101,1450,1970,2400
9/26/1973,135,99.5,1340,1820,2630
9/27/1973,128,96.6,1320,1760,2390
9/28/1973,130,91.2,1250,1700,2200
9/29/1973,138,95.2,1260,1660,2090
9/30/1973,177,122,1540,1880,2060
10/1/1973,142,101,1370,2010,2290
10/2/1973,162,92.6,1300,1760,2230
10/3/1973,155,85.8,1230,1780,2060
10/4/1973,125,80.5,1250,1630,2020
10/5/1973,112,76.6,1160,1600,1910
10/6/1973,104,74.1,1080,1470,1820
10/7/1973,100,70.2,1040,1410,1690
10/8/1973,93.7,67.8,970,1320,1620
10/9/1973,83.7,65.5,931,1280,1520
10/10/1973,90.3,64.3,868,1240,1480
10/11/1973,87,63.1,840,1180,1410
10/12/1973,80.4,60.8,812,1140,1360
10/13/1973,77.1,59.6,798,1110,1320
10/14/1973,75.5,58.4,780,1080,1280
10/15/1973,74,58.4,752,1060,1280
10/16/1973,74,57.3,735,1040,1270
10/17/1973,72.5,56.2,714,1020,1230
10/18/1973,69.5,55,707,990,1190
10/19/1973,68,53.9,721,985,1160
10/20/1973,66.6,53.9,724,995,1150
10/21/1973,83.7,64.3,780,1040,1150
10/22/1973,92,60.8,738,1050,1200
10/23/1973,93.7,63.1,798,1060,1220
10/24/1973,97.1,58.4,966,1170,1200
10/25/1973,75.5,53.9,1100,1450,1300
10/26/1973,151,56.2,2940,1660,1490
10/27/1973,151,64.3,3100,3920,2440
10/28/1973,95.4,56.2,1830,2810,3560
10/29/1973,78.8,50.6,1380,1920,2640
10/30/1973,71,48.3,1180,1520,1970
10/31/1973,68,47.2,980,1350,1670
11/1/1973,65.2,46.2,1080,1340,1500
11/2/1973,62.4,45.1,998,1290,1430
11/3/1973,59.7,44.1,917,1190,1410
11/4/1973,58.4,42,868,1120,1290
11/5/1973,57.2,41,826,1080,1220
11/6/1973,55.9,41,833,1020,1170
11/7/1973,53.4,40,840,1030,1160
11/8/1973,52.3,39,1280,1040,1160
11/9/1973,62.4,39,1990,1870,1220
11/10/1973,54.6,39,1480,1930,2140
11/11/1973,52.3,37.9,1100,1460,2020
11/12/1973,53.4,36.9,1330,1340,1600
11/13/1973,54.6,35.9,1140,1470,1440
11/14/1973,48.8,35,1020,1300,1560
11/15/1973,50,35,987,1180,1420
11/16/1973,47.8,34,868,1140,1290
11/17/1973,46.8,34,1060,1140,1220
11/18/1973,45.7,33,924,1320,1240
11/19/1973,43.7,33,889,1060,1250
11/20/1973,44.7,32,896,1040,1160
11/21/1973,45.7,35,1040,1060,1150
11/22/1973,47.8,41,1350,1360,1170
11/23/1973,45.7,39,1150,1490,1380
11/24/1973,43.7,34,934,1260,1530
11/25/1973,42.7,32,889,1120,1340
11/26/1973,41.7,31.1,840,1080,1200
11/27/1973,40.8,30.1,791,980,1120
11/28/1973,39.8,29.1,752,935,1060
11/29/1973,39.8,29.1,724,910,1020
11/30/1973,38.8,29.1,700,895,986
12/1/1973,37.9,28.2,679,850,950
12/2/1973,37.9,28.2,654,825,925
12/3/1973,37.1,27.2,640,815,902
12/4/1973,37.1,27.2,623,805,879
12/5/1973,36.2,27.2,609,790,860
12/6/1973,36.2,27.2,592,765,842
12/7/1973,36.2,26.4,581,755,822
12/8/1973,35.4,25.5,567,745,805
12/9/1973,35.4,25.5,560,735,786
12/10/1973,35.4,25.5,553,725,774
12/11/1973,37.5,25.5,546,715,766
12/12/1973,34.5,25.5,539,710,758
12/13/1973,34.5,24.6,528,706,750
12/14/1973,33.7,24.6,514,692,745
12/15/1973,33.7,23.8,504,679,732
12/16/1973,32.8,23.8,490,661,715
12/17/1973,32.8,23,480,652,695
12/18/1973,32.8,23,476,643,678
12/19/1973,32.8,22.1,469,634,668
12/20/1973,32,22.1,462,630,658
12/21/1973,32,22.1,455,620,648
12/22/1973,31.1,22.1,448,607,642
12/23/1973,31.1,22.1,441,607,634
12/24/1973,31.1,21.2,434,598,625
12/25/1973,31.1,21.2,427,598,615
12/26/1973,30.3,20.4,420,594,604
12/27/1973,30.3,20.4,413,584,594
12/28/1973,29.5,20.4,413,568,586
12/29/1973,30.3,19.6,406,562,576
12/30/1973,29.5,19.6,399,556,568
12/31/1973,29.5,19.6,392,544,561
1/1/1974,27.1,21,413,556,608
1/2/1974,27.1,20.3,413,546,605
1/3/1974,27.1,20.3,410,546,597
1/4/1974,27.1,20.3,406,537,590
1/5/1974,26.2,20.3,406,532,583
1/6/1974,26.2,20.3,399,528,579
1/7/1974,26.2,20.3,392,524,576
1/8/1974,26.2,20.3,385,524,568
1/9/1974,26.2,20.3,385,519,565
1/10/1974,26.2,19.6,385,514,561
1/11/1974,26.2,19.6,381,510,558
1/12/1974,25.4,19.6,377,510,554
1/13/1974,26.2,19.6,374,506,550
1/14/1974,26.2,19,370,501,547
1/15/1974,25.4,19,363,496,540
1/16/1974,25.4,19,359,492,536
1/17/1974,25.4,19,356,488,529
1/18/1974,24.5,18.3,352,483,525
1/19/1974,24.5,18.3,349,478,518
1/20/1974,24.5,18.3,345,470,514
1/21/1974,24.5,18.3,341,470,511
1/22/1974,24.5,17.7,338,465,504
1/23/1974,23.7,17.7,334,456,497
1/24/1974,22.9,17.7,331,452,490
1/25/1974,22.9,17,327,452,486
1/26/1974,26.2,17.7,324,456,490
1/27/1974,26.2,17.7,320,456,497
1/28/1974,24.5,18.3,320,456,497
1/29/1974,23.7,17.7,313,438,490
1/30/1974,23.7,17,306,429,476
1/31/1974,22.9,17,299,420,463
2/1/1974,22.1,16.3,292,416,453
2/2/1974,21.3,16.3,292,411,443
2/3/1974,22.9,16.3,292,402,437
2/4/1974,23.7,16.3,296,411,437
2/5/1974,26.2,15.7,292,406,437
2/6/1974,22.9,15.7,285,402,437
2/7/1974,22.1,15,278,393,434
2/8/1974,21.3,15,274,393,424
2/9/1974,21.3,15,274,384,414
2/10/1974,21.3,15,274,384,407
2/11/1974,21.3,15,278,384,404
2/12/1974,20.5,15,282,389,404
2/13/1974,20.5,15,278,389,407
2/14/1974,20.5,15,278,389,411
2/15/1974,20.5,15,278,389,407
2/16/1974,19.9,14.4,271,384,404
2/17/1974,19.9,14.4,264,380,404
2/18/1974,19.9,14.4,260,376,398
2/19/1974,19.9,14.4,257,367,391
2/20/1974,19.2,13.7,250,362,385
2/21/1974,19.2,13.7,243,349,379
2/22/1974,18.6,13.7,236,340,373
2/23/1974,17.9,13.1,232,336,364
2/24/1974,17.3,13.1,229,332,355
2/25/1974,17.3,13.1,222,323,349
2/26/1974,17.3,13.1,222,314,338
2/27/1974,17.3,13.1,222,314,335
2/28/1974,17.3,13.1,218,314,332
3/1/1974,17.9,13.1,218,314,332
3/2/1974,17.9,13.1,218,314,332
3/3/1974,17.9,13.1,226,323,332
3/4/1974,17.3,13.1,222,323,335
3/5/1974,17.3,13.7,222,323,335
3/6/1974,17.9,13.7,215,314,335
3/7/1974,17.3,13.1,208,314,332
3/8/1974,16.7,13.1,204,304,326
3/9/1974,16.7,12.5,201,296,320
3/10/1974,16.7,12.5,196,287,314
3/11/1974,16.7,12.5,194,287,309
3/12/1974,16.7,12.5,190,287,303
3/13/1974,16.7,12.5,190,287,300
3/14/1974,16.7,12.5,190,282,300
3/15/1974,16.7,12.5,190,278,297
3/16/1974,17.3,12.5,187,278,297
3/17/1974,16.7,12.5,183,278,297
3/18/1974,16.7,12.5,180,278,294
3/19/1974,19.2,15,180,278,292
3/20/1974,24.5,19,236,291,292
3/21/1974,30.9,19.6,236,332,309
3/22/1974,22.9,17.7,250,358,338
3/23/1974,24.5,17.7,250,358,361
3/24/1974,27.9,17.7,257,367,370
3/25/1974,24.5,17,226,367,373
3/26/1974,22.9,16.3,212,332,382
3/27/1974,24.5,16.3,229,314,367
3/28/1974,27.9,17.7,271,332,332
3/29/1974,28.8,17.7,229,371,332
3/30/1974,24.5,17.7,222,349,370
3/31/1974,22.9,17.7,236,314,361
4/1/1974,24.5,21,257,345,364
4/2/1974,41.4,21.7,278,384,373
4/3/1974,33,23,264,402,385
4/4/1974,47.2,23,292,402,417
4/5/1974,38.2,21.7,299,429,411
4/6/1974,29.8,20.3,310,420,430
4/7/1974,33,19,278,411,434
4/8/1974,27.9,16.3,236,406,424
4/9/1974,22.9,15,215,345,424
4/10/1974,34,13.7,194,323,370
4/11/1974,26.2,13.7,194,332,343
4/12/1974,28.8,15,208,323,352
4/13/1974,36.1,17,196,332,332
4/14/1974,26.2,16.3,204,323,326
4/15/1974,22.9,15,201,314,329
4/16/1974,23.7,14.4,194,300,332
4/17/1974,20.5,14.4,187,296,323
4/18/1974,18.6,15,187,287,309
4/19/1974,47.2,13.7,215,282,297
4/20/1974,37.1,13.1,240,349,289
4/21/1974,31.9,13.1,222,349,349
4/22/1974,38.2,27.5,320,349,407
4/23/1974,38.2,40.9,278,438,398
4/24/1974,29.8,21.7,222,429,417
4/25/1974,23.7,17.7,222,340,460
4/26/1974,21.3,17.7,327,323,385
4/27/1974,20.5,17.7,310,411,343
4/28/1974,27.9,16.3,257,420,376
4/29/1974,52,16.3,243,402,437
4/30/1974,49.5,26,264,376,417
5/1/1974,65,25.2,288,434,411
5/2/1974,42.6,21,271,442,457
5/3/1974,49.7,19,285,402,514
5/4/1974,76.6,16.3,299,474,476
5/5/1974,50.7,15,254,442,457
5/6/1974,53.2,13.7,218,371,490
5/7/1974,48.3,13.7,212,358,424
5/8/1974,38.2,13.7,215,340,373
5/9/1974,31.9,13.7,226,332,349
5/10/1974,67.9,15.7,268,367,358
5/11/1974,59.6,14.4,278,424,388
5/12/1974,65,19,377,510,430
5/13/1974,42.6,19,278,501,434
5/14/1974,37.1,15.7,274,420,532
5/15/1974,40.3,13.7,341,429,490
5/16/1974,42.6,15,370,492,453
5/17/1974,36.1,19,435,501,476
5/18/1974,31.9,15.7,395,537,504
5/19/1974,178,15.7,367,506,561
5/20/1974,145,15,327,698,572
5/21/1974,83,21,306,537,686
5/22/1974,103,23.7,285,492,634
5/23/1974,128,19,271,560,544
5/24/1974,351,25.2,485,650,596
5/25/1974,232,48.4,885,1230,774
5/26/1974,149,39.9,710,1190,1310
5/27/1974,117,33.9,630,971,1320
5/28/1974,81.3,54,874,917,1080
5/29/1974,78.1,64.7,740,1060,988
5/30/1974,103,36.8,536,912,1130
5/31/1974,145,40.9,521,809,1020
6/1/1974,84.6,33.9,467,737,888
6/2/1974,63.6,26,421,660,792
6/3/1974,83,24.5,521,603,693
6/4/1974,176,30.2,608,824,644
6/5/1974,706,31.1,743,1310,946
6/6/1974,360,38.8,725,1640,1820
6/7/1974,198,65.9,769,1130,1770
6/8/1974,130,54,1000,1160,1280
6/9/1974,105,39.9,900,1220,1390
6/10/1974,160,44.1,885,1100,1510
6/11/1974,238,52.8,1040,1470,1550
6/12/1974,164,58.7,1050,1410,1800
6/13/1974,117,46.2,911,1340,1740
6/14/1974,589,36.8,743,1420,2250
6/15/1974,788,36.8,798,2050,3340
6/16/1974,375,54,849,1390,2620
6/17/1974,403,54,1350,1540,1930
6/18/1974,470,58.7,1770,2350,1990
6/19/1974,662,78.5,1490,2510,2750
6/20/1974,787,63.5,1180,2320,2820
6/21/1974,2000,57.5,2040,3480,2790
6/22/1974,1050,56.3,2750,4840,4720
6/23/1974,580,51.7,2220,3360,4440
6/24/1974,409,46.2,1920,2690,3300
6/25/1974,369,41.9,1700,2300,2730
6/26/1974,291,39.9,1560,2100,2350
6/27/1974,473,49.5,1450,1990,2130
6/28/1974,517,47.3,2100,2340,2080
6/29/1974,464,49.5,2110,2790,2560
6/30/1974,608,47.3,1890,2510,2890
7/1/1974,606,58.7,1880,2670,2740
7/2/1974,523,72,2060,2620,2830
7/3/1974,470,63.5,2160,2630,2830
7/4/1974,768,73.3,2510,3220,2870
7/5/1974,964,78.5,2340,3670,3740
7/6/1974,727,73.3,2040,3290,3980
7/7/1974,621,68.3,1810,2750,3410
7/8/1974,678,63.5,1790,2560,2970
7/9/1974,595,56.3,1940,2730,2930
7/10/1974,422,50.6,1890,2430,2960
7/11/1974,339,46.2,2250,2420,2640
7/12/1974,440,47.3,2400,2430,2640
7/13/1974,921,50.6,3200,3420,2800
7/14/1974,896,52.8,3480,4500,4550
7/15/1974,606,56.3,3310,4130,4790
7/16/1974,464,50.6,3020,3680,4340
7/17/1974,569,51.7,3130,3470,3860
7/18/1974,1620,70.6,3820,5220,4140
7/19/1974,1080,267,4120,5900,6550
7/20/1974,750,321,4030,5780,6420
7/21/1974,527,261,3690,5080,6180
7/22/1974,412,211,3150,4190,5340
7/23/1974,336,180,2840,3590,4570
7/24/1974,299,136,2450,3110,3980
7/25/1974,363,116,2490,2790,3480
7/26/1974,573,107,3030,3360,3400
7/27/1974,663,99.8,3640,4100,4120
7/28/1974,765,106,4650,4720,4920
7/29/1974,500,109,5330,5960,6050
7/30/1974,339,101,4540,5500,6800
7/31/1974,339,96.8,3860,4560,5560
8/1/1974,310,88.9,3370,3870,4680
8/2/1974,333,83.7,3040,3460,4080
8/3/1974,375,148,3130,3330,3750
8/4/1974,387,172,3430,3900,3900
8/5/1974,339,132,4540,4240,4420
8/6/1974,375,164,5970,5920,5200
8/7/1974,394,162,5250,6480,6820
8/8/1974,302,143,4500,5510,6730
8/9/1974,277,148,4120,4640,5910
8/10/1974,294,148,4620,5030,5220
8/11/1974,225,159,3800,4720,5750
8/12/1974,195,131,3220,3800,5000
8/13/1974,220,153,2910,3360,4160
8/14/1974,180,141,2620,3040,3780
8/15/1974,160,122,2390,2690,3420
8/16/1974,164,106,2190,2470,3090
8/17/1974,158,94.2,2010,2270,3170
8/18/1974,140,87.6,1920,2120,3320
8/19/1974,132,82.4,1890,2060,3120
8/20/1974,118,73.3,1760,1950,2680
8/21/1974,112,68.3,1620,1810,2400
8/22/1974,115,65.9,1610,1700,2180
8/23/1974,122,69.5,1570,1690,2060
8/24/1974,266,85.5,1990,2040,2120
8/25/1974,225,127,2720,2890,2680
8/26/1974,176,318,3220,3360,3500
8/27/1974,136,214,3190,3700,3950
8/28/1974,124,247,3240,3240,4070
8/29/1974,160,274,4260,4140,3780
8/30/1974,248,292,4200,4820,4970
8/31/1974,1040,237,4030,5360,5310
9/1/1974,1740,389,4740,6460,5800
9/2/1974,1160,416,4440,7240,7920
9/3/1974,669,337,3960,5490,7010
9/4/1974,562,294,4280,4990,5810
9/5/1974,422,314,4710,5620,5710
9/6/1974,342,294,4220,5370,6250
9/7/1974,283,234,3500,4380,5870
9/8/1974,436,271,3520,4060,4800
9/9/1974,626,328,3800,4670,5060
9/10/1974,523,286,4760,5240,5520
9/11/1974,425,297,4220,5520,5960
9/12/1974,545,252,3960,4710,5910
9/13/1974,477,250,4190,5260,5470
9/14/1974,345,219,3600,4570,5760
9/15/1974,288,185,3210,3900,4720
9/16/1974,245,166,3050,3480,4080
9/17/1974,215,150,2760,3220,3720
9/18/1974,190,136,2490,2880,3390
9/19/1974,176,127,2330,2610,3070
9/20/1974,192,120,2300,2500,2850
9/21/1974,210,110,2300,2550,2780
9/22/1974,176,103,2220,2400,2780
9/23/1974,153,94.3,2140,2330,2660
9/24/1974,140,90.2,2070,2220,2620
9/25/1974,126,86.3,2320,2220,2530
9/26/1974,120,81.1,2110,2410,2610
9/27/1974,113,78.5,1870,2100,2690
9/28/1974,117,78.5,1890,1940,2360
9/29/1974,110,75.9,1800,1990,2260
9/30/1974,110,70.7,1630,1860,2230
10/1/1974,354,73.3,1560,1870,2080
10/2/1974,436,79.8,1780,2020,2150
10/3/1974,395,92.9,2040,2500,2400
10/4/1974,394,142,2340,2670,2800
10/5/1974,333,126,2340,3040,3250
10/6/1974,305,101,2280,2710,3400
10/7/1974,232,85,2220,2560,3040
10/8/1974,188,77.2,1990,2360,2850
10/9/1974,167,70.7,1720,2060,2660
10/10/1974,164,68.3,1580,1900,2590
10/11/1974,151,65.9,1600,1790,2350
10/12/1974,134,62.3,1520,1760,2160
10/13/1974,124,59.9,1520,1710,2070
10/14/1974,117,57.5,1490,1690,1970
10/15/1974,143,57.5,1360,1640,2070
10/16/1974,149,56.3,1270,1560,2110
10/17/1974,113,55.2,1190,1480,1930
10/18/1974,105,52.8,1150,1410,1760
10/19/1974,99.6,51.7,1100,1340,1660
10/20/1974,92.8,49.5,1030,1290,1600
10/21/1974,87.9,47.3,972,1220,1520
10/22/1974,76.2,46.2,929,1170,1430
10/23/1974,93,45.1,903,1130,1380
10/24/1974,81.3,44.1,871,1090,1330
10/25/1974,78.1,43,863,1070,1280
10/26/1974,76.6,41.9,856,1060,1240
10/27/1974,75.1,41.9,889,1100,1350
10/28/1974,174,41.9,874,1240,2720
10/29/1974,126,41.9,845,1190,2190
10/30/1974,89.5,40.9,827,1070,1750
10/31/1974,79.7,38.8,874,1040,1480
11/1/1974,73.7,38.8,900,1100,1360
11/2/1974,70.7,36.8,827,1060,1370
11/3/1974,67.9,36.8,758,971,1320
11/4/1974,67.9,34.9,725,932,1200
11/5/1974,65,34.9,703,902,1140
11/6/1974,65,33.9,681,888,1130
11/7/1974,62.3,33.9,663,863,1100
11/8/1974,61,33,659,839,1060
11/9/1974,59.6,33,641,839,1020
11/10/1974,57,33,630,824,1180
11/11/1974,55.7,33,612,814,1120
11/12/1974,55.7,33,616,795,1040
11/13/1974,54.5,31.1,612,790,981
11/14/1974,54.5,31.1,659,790,963
11/15/1974,54.5,29.3,710,795,958
11/16/1974,52,29.3,703,853,986
11/17/1974,50.7,28.4,710,863,1010
11/18/1974,50.7,28.4,747,858,1000
11/19/1974,49.5,27.5,754,893,1000
11/20/1974,49.5,27.5,820,912,1020
11/21/1974,48.3,27.5,743,942,1040
11/22/1974,47.2,26.7,652,863,1060
11/23/1974,46,26.7,630,804,986
11/24/1974,44.8,26,648,785,928
11/25/1974,44.8,26,630,824,889
11/26/1974,44.8,25.2,645,853,919
11/27/1974,42.6,25.2,623,795,936
11/28/1974,42.6,24.5,601,765,894
11/29/1974,41.4,24.5,576,746,868
11/30/1974,40.3,24.5,565,727,844
12/1/1974,40.3,24.5,550,713,819
12/2/1974,39.2,23.7,543,703,811
12/3/1974,38.2,23,521,684,791
12/4/1974,38.2,23,514,669,775
12/5/1974,36.1,22.3,500,655,756
12/6/1974,36.1,22.3,489,641,748
12/7/1974,38.2,23,500,631,732
12/8/1974,42.6,24.5,543,650,724
12/9/1974,40.3,24.5,493,660,732
12/10/1974,37.1,22.3,475,631,748
12/11/1974,36.1,21.7,464,612,720
12/12/1974,36.1,21.7,446,608,694
12/13/1974,35,21,446,593,679
12/14/1974,34,21,435,575,668
12/15/1974,35,21,428,575,657
12/16/1974,35,20.3,421,570,649
12/17/1974,34,20.3,428,565,642
12/18/1974,34,20.3,428,560,642
12/19/1974,34,20.3,413,556,634
12/20/1974,31.9,19.6,410,551,627
12/21/1974,33,19.6,410,542,620
12/22/1974,33,19.6,399,532,612
12/23/1974,33,19.6,399,528,605
12/24/1974,33,19,392,528,597
12/25/1974,33,19,385,524,594
12/26/1974,31.9,19,381,519,597
12/27/1974,34,19,370,514,583
12/28/1974,33,19,377,510,576
12/29/1974,31.9,19,370,501,576
12/30/1974,31.9,18.3,363,501,568
12/31/1974,31.9,18.3,363,496,561
1/1/1975,28.9,17.1,370,500,537
1/2/1975,28,17.1,370,495,533
1/3/1975,28,17.1,366,491,530
1/4/1975,27.1,17.1,363,482,518
1/5/1975,27.1,16.5,349,482,507
1/6/1975,28.9,16.5,349,477,511
1/7/1975,28.9,17.1,346,463,511
1/8/1975,27.1,17.1,352,472,507
1/9/1975,27.1,17.1,349,482,504
1/10/1975,34.6,23.8,370,495,507
1/11/1975,66.9,41.3,475,583,537
1/12/1975,131,54.4,629,812,649
1/13/1975,68.2,40.3,608,896,894
1/14/1975,47.9,26.2,492,779,990
1/15/1975,38.8,22.4,422,657,877
1/16/1975,36.7,20.3,408,587,725
1/17/1975,32.6,19.6,377,546,645
1/18/1975,34.6,21.7,370,518,586
1/19/1975,82.7,33.3,374,574,560
1/20/1975,59,49.9,377,601,605
1/21/1975,47.9,34.2,363,574,653
1/22/1975,41.1,26.2,349,532,621
1/23/1975,36.7,23.8,335,500,571
1/24/1975,34.6,21.7,321,482,530
1/25/1975,32.6,21,318,463,507
1/26/1975,30.8,19.6,314,454,490
1/27/1975,30.8,18.9,307,445,472
1/28/1975,30.8,18.3,307,440,458
1/29/1975,28,18.3,304,436,451
1/30/1975,27.1,17.7,300,431,444
1/31/1975,27.1,17.1,300,422,437
2/1/1975,26.3,17.1,296,422,430
2/2/1975,26.3,16.5,293,417,423
2/3/1975,25.4,16.5,290,408,417
2/4/1975,26.3,16.5,290,408,410
2/5/1975,25.4,15.9,286,408,404
2/6/1975,25.4,15.9,282,408,410
2/7/1975,24.6,15.3,276,399,404
2/8/1975,23.7,15.3,272,390,397
2/9/1975,23.7,14.8,268,380,384
2/10/1975,23,14.8,262,376,378
2/11/1975,23,14.8,265,371,371
2/12/1975,23,14.8,265,371,365
2/13/1975,28.9,17.1,363,390,368
2/14/1975,43.3,15.9,391,472,381
2/15/1975,32.6,14.8,328,528,444
2/16/1975,26.3,14.3,300,459,530
2/17/1975,23.7,14.3,276,413,465
2/18/1975,23.7,13.8,258,390,417
2/19/1975,23,13.8,251,371,384
2/20/1975,23,13.8,244,357,365
2/21/1975,23,13.8,244,353,353
2/22/1975,22.2,13.8,237,348,347
2/23/1975,22.2,13.8,237,344,341
2/24/1975,22.2,13.3,237,344,335
2/25/1975,22.2,13.3,234,339,332
2/26/1975,21.5,13.3,230,334,330
2/27/1975,21.5,13.3,226,334,327
2/28/1975,21.5,12.9,223,330,324
3/1/1975,22.2,14.8,223,325,319
3/2/1975,25.4,14.8,220,330,319
3/3/1975,26.3,14.8,223,334,324
3/4/1975,38.8,14.8,254,344,324
3/5/1975,36.7,13.8,237,380,324
3/6/1975,27.1,13.3,216,344,347
3/7/1975,23.7,12.5,209,321,341
3/8/1975,22.2,12.1,209,307,313
3/9/1975,20.7,12.1,202,311,303
3/10/1975,20.7,11.7,198,298,294
3/11/1975,19.3,11.7,195,288,294
3/12/1975,19.3,11.7,195,279,284
3/13/1975,18.6,11.3,189,279,280
3/14/1975,17.8,11.3,183,270,276
3/15/1975,17.1,11.3,177,260,271
3/16/1975,17.1,11.3,177,260,266
3/17/1975,17.8,11.3,177,250,264
3/18/1975,19.3,12.1,177,255,263
3/19/1975,20.7,14.8,177,270,263
3/20/1975,19.3,14.3,177,270,268
3/21/1975,22.2,15.3,177,275,269
3/22/1975,25.4,13.8,177,279,272
3/23/1975,21.5,13.3,171,275,278
3/24/1975,19.3,12.9,165,260,272
3/25/1975,17.8,12.1,163,250,268
3/26/1975,17.8,11.3,161,246,261
3/27/1975,17.8,11.3,157,242,257
3/28/1975,17.1,11.3,157,234,255
3/29/1975,17.8,10.9,155,234,253
3/30/1975,39.3,13.3,198,275,263
3/31/1975,45.6,12.9,209,344,291
4/1/1975,65.5,23.1,314,380,308
4/2/1975,73.9,27.9,356,546,371
4/3/1975,57.7,27.9,363,555,479
4/4/1975,43.3,23.8,338,546,552
4/5/1975,32.6,18.9,286,491,552
4/6/1975,30.8,15.9,237,417,493
4/7/1975,28,14.3,206,362,423
4/8/1975,25.4,12.9,186,316,359
4/9/1975,23.7,12.9,177,288,313
4/10/1975,22.2,12.1,174,279,289
4/11/1975,20.7,12.1,161,270,274
4/12/1975,27.1,13.8,183,298,298
4/13/1975,31.7,15.3,195,307,332
4/14/1975,79.7,18.9,220,357,316
4/15/1975,61.5,22,202,431,518
4/16/1975,41.1,26.1,209,380,709
4/17/1975,65.5,72.4,265,486,522
4/18/1975,211,167,412,737,621
4/19/1975,135,112,293,986,775
4/20/1975,73.9,63,230,629,1080
4/21/1975,55.2,46.8,209,482,800
4/22/1975,106,46.5,258,445,567
4/23/1975,99.4,57.8,251,555,458
4/24/1975,73.9,44.4,230,509,548
4/25/1975,68.2,35.2,202,449,541
4/26/1975,52.7,30.5,177,399,472
4/27/1975,44.4,27,161,316,410
4/28/1975,38.8,23.8,155,325,359
4/29/1975,35.7,22.4,151,302,319
4/30/1975,32.6,21,146,284,296
5/1/1975,31.7,19.6,145,275,280
5/2/1975,30.8,18.9,143,260,272
5/3/1975,32.6,18.3,145,255,266
5/4/1975,79.7,17.7,186,288,266
5/5/1975,55.2,17.1,168,334,284
5/6/1975,39.9,17.1,165,298,427
5/7/1975,43.3,18.3,216,298,437
5/8/1975,73.9,19.6,286,325,356
5/9/1975,89.2,23.8,419,482,332
5/10/1975,146,22.4,646,676,417
5/11/1975,72.5,19.6,478,845,645
5/12/1975,57.7,17.1,366,610,869
5/13/1975,69.6,16.5,468,583,758
5/14/1975,99.4,21,440,592,661
5/15/1975,71,18.3,492,704,733
5/16/1975,57.7,19.6,510,690,783
5/17/1975,52.7,18.3,461,685,775
5/18/1975,92.5,21.7,402,638,750
5/19/1975,101,22.4,349,624,701
5/20/1975,97.7,22.4,408,569,657
5/21/1975,93.6,22.4,570,685,613
5/22/1975,166,37.8,538,882,665
5/23/1975,207,42.3,453,882,972
5/24/1975,248,37.4,518,878,1160
5/25/1975,267,44.4,604,1030,1100
5/26/1975,386,50.5,582,1160,1280
5/27/1975,382,75.2,758,1370,1510
5/28/1975,438,112,873,1520,1780
5/29/1975,578,119,1410,2120,1970
5/30/1975,606,197,1870,3070,2740
5/31/1975,450,204,2050,3520,3800
6/1/1975,289,129,1330,2400,3660
6/2/1975,215,96.1,1020,1690,2680
6/3/1975,614,142,857,1510,2200
6/4/1975,404,129,1070,1770,1990
6/5/1975,411,102,1280,1910,2180
6/6/1975,550,86.3,1330,2080,2350
6/7/1975,762,77.6,1790,2660,2580
6/8/1975,466,70.2,2320,3040,3180
6/9/1975,320,62.9,1930,2600,3470
6/10/1975,267,57.2,1560,2230,2910
6/11/1975,230,82,1340,1830,2520
6/12/1975,214,108,1220,1730,2120
6/13/1975,234,281,1470,1750,2040
6/14/1975,218,310,2120,2540,2310
6/15/1975,248,215,2010,2820,3020
6/16/1975,424,295,2600,2950,3160
6/17/1975,388,347,4620,5640,4350
6/18/1975,248,216,2730,4550,5860
6/19/1975,200,163,1920,2840,4080
6/20/1975,537,346,1920,2970,3170
6/21/1975,524,304,2050,3980,4290
6/22/1975,331,223,1800,2820,4090
6/23/1975,278,182,1930,2640,3210
6/24/1975,268,156,1750,2420,3010
6/25/1975,255,139,1630,2210,2840
6/26/1975,270,120,1570,2220,2640
6/27/1975,270,105,1510,2090,2540
6/28/1975,270,110,1430,2080,2480
6/29/1975,225,95.3,1320,1850,2470
6/30/1975,377,88.3,1310,1780,2170
7/1/1975,403,85,1450,2000,2140
7/2/1975,275,77.4,1550,2030,2260
7/3/1975,234,72.9,1440,1850,2270
7/4/1975,216,69.2,1480,1730,2100
7/5/1975,203,65.3,1240,1730,1980
7/6/1975,354,111,1400,1660,1940
7/7/1975,320,96.3,1670,2390,2050
7/8/1975,209,80,1430,1910,2560
7/9/1975,205,83.9,1390,1760,2190
7/10/1975,251,74.8,1520,1830,2050
7/11/1975,251,86.6,1700,2140,2120
7/12/1975,196,74.8,1670,2000,2390
7/13/1975,160,69.9,1560,1900,2240
7/14/1975,197,79.3,1930,1960,2120
